No,Time,Source,Destination,Protocol,Length,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3,AdditionalInfo4,AdditionalInfo5,AdditionalInfo6,AdditionalInfo7,AdditionalInfo8,AdditionalInfo9,AdditionalInfo10,AdditionalInfo11,AdditionalInfo12,AdditionalInfo13,AdditionalInfo14,AdditionalInfo15,AdditionalInfo16,AdditionalInfo17,AdditionalInfo18,AdditionalInfo19,AdditionalInfo20,AdditionalInfo21,AdditionalInfo22,AdditionalInfo23,AdditionalInfo24,AdditionalInfo25,AdditionalInfo26,AdditionalInfo27,AdditionalInfo28,AdditionalInfo29,AdditionalInfo30
45,884.564158,24.6.125.19,220.95.85.243,TCP,60,"1023→2818 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 45: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.95.85.243 (220.95.85.243)","Transmission Control Protocol, Src Port: 1023 (1023), Dst Port: 2818 (2818), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
46,885.254617,220.95.85.243,24.6.125.19,TCP,62,[TCP Spurious Retransmission] 2818→1023 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1,"Frame 46: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.95.85.243 (220.95.85.243), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 2818 (2818), Dst Port: 1023 (1023), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
47,885.254742,24.6.125.19,220.95.85.243,TCP,60,"1023→2818 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 47: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.95.85.243 (220.95.85.243)","Transmission Control Protocol, Src Port: 1023 (1023), Dst Port: 2818 (2818), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
48,886.565026,220.95.85.243,24.6.125.19,TCP,62,3408→9898 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1,"Frame 48: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.95.85.243 (220.95.85.243), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 3408 (3408), Dst Port: 9898 (9898), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
49,886.565163,24.6.125.19,220.95.85.243,TCP,60,"9898→3408 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 49: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.95.85.243 (220.95.85.243)","Transmission Control Protocol, Src Port: 9898 (9898), Dst Port: 3408 (3408), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
50,905.741800,220.121.188.170,24.6.125.19,TCP,62,3276→5554 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1,"Frame 50: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.121.188.170 (220.121.188.170), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 3276 (3276), Dst Port: 5554 (5554), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
51,905.741946,24.6.125.19,220.121.188.170,TCP,60,"5554→3276 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 51: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.121.188.170 (220.121.188.170)","Transmission Control Protocol, Src Port: 5554 (5554), Dst Port: 3276 (3276), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
52,906.473242,220.121.188.170,24.6.125.19,TCP,62,[TCP Spurious Retransmission] 3276→5554 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1,"Frame 52: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.121.188.170 (220.121.188.170), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 3276 (3276), Dst Port: 5554 (5554), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
53,906.473366,24.6.125.19,220.121.188.170,TCP,60,"5554→3276 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 53: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.121.188.170 (220.121.188.170)","Transmission Control Protocol, Src Port: 5554 (5554), Dst Port: 3276 (3276), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
54,906.740931,220.121.188.170,24.6.125.19,TCP,62,3426→1023 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1,"Frame 54: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.121.188.170 (220.121.188.170), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 3426 (3426), Dst Port: 1023 (1023), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
55,906.741049,24.6.125.19,220.121.188.170,TCP,60,"1023→3426 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 55: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.121.188.170 (220.121.188.170)","Transmission Control Protocol, Src Port: 1023 (1023), Dst Port: 3426 (3426), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
56,907.347273,220.121.188.170,24.6.125.19,TCP,62,[TCP Spurious Retransmission] 3426→1023 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1,"Frame 56: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.121.188.170 (220.121.188.170), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 3426 (3426), Dst Port: 1023 (1023), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
57,907.347395,24.6.125.19,220.121.188.170,TCP,60,"1023→3426 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 57: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.121.188.170 (220.121.188.170)","Transmission Control Protocol, Src Port: 1023 (1023), Dst Port: 3426 (3426), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
58,908.739500,220.121.188.170,24.6.125.19,TCP,62,3715→9898 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1,"Frame 58: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.121.188.170 (220.121.188.170), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 3715 (3715), Dst Port: 9898 (9898), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
59,908.739641,24.6.125.19,220.121.188.170,TCP,60,"9898→3715 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 59: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.121.188.170 (220.121.188.170)","Transmission Control Protocol, Src Port: 9898 (9898), Dst Port: 3715 (3715), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
60,1061.137102,Cadant_22:89:c2,Intel_b7:f2:f5,ARP,60,Who has 24.6.125.19?  Tell 24.6.112.1,"Frame 60: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)",Address Resolution Protocol (request),,,,,,,,,,,,,,,,,,,,,,,,,,
61,1061.137204,Intel_b7:f2:f5,Cadant_22:89:c2,ARP,60,24.6.125.19 is at 00:03:47:b7:f2:f5,"Frame 61: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)",Address Resolution Protocol (reply),,,,,,,,,,,,,,,,,,,,,,,,,,
62,1084.175238,65.206.44.81,24.6.125.19,TCP,62,7951→4899 [SYN] Seq=0 Win=16384 Len=0 MSS=1380 SACK_PERM=1,"Frame 62: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 65.206.44.81 (65.206.44.81), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 7951 (7951), Dst Port: 4899 (4899), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
63,1084.175362,24.6.125.19,65.206.44.81,TCP,60,"4899→7951 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 63: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 65.206.44.81 (65.206.44.81)","Transmission Control Protocol, Src Port: 4899 (4899), Dst Port: 7951 (7951), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
64,1084.772691,65.206.44.81,24.6.125.19,TCP,62,[TCP Port numbers reused] 7951→4899 [SYN] Seq=0 Win=16384 Len=0 MSS=1380 SACK_PERM=1,"Frame 64: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 65.206.44.81 (65.206.44.81), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 7951 (7951), Dst Port: 4899 (4899), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
65,1084.772821,24.6.125.19,65.206.44.81,TCP,60,"4899→7951 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 65: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 65.206.44.81 (65.206.44.81)","Transmission Control Protocol, Src Port: 4899 (4899), Dst Port: 7951 (7951), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
66,1085.275699,65.206.44.81,24.6.125.19,TCP,62,[TCP Port numbers reused] 7951→4899 [SYN] Seq=0 Win=16384 Len=0 MSS=1380 SACK_PERM=1,"Frame 66: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 65.206.44.81 (65.206.44.81), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 7951 (7951), Dst Port: 4899 (4899), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
67,1085.275817,24.6.125.19,65.206.44.81,TCP,60,"4899→7951 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 67: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 65.206.44.81 (65.206.44.81)","Transmission Control Protocol, Src Port: 4899 (4899), Dst Port: 7951 (7951), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
68,1132.623271,24.6.125.19,216.148.227.68,DNS,86,Standard query 0x0100  A updatekeepalive.mcafee.com,"Frame 68: 86 bytes on wire (688 bits), 86 bytes captured (688 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.148.227.68 (216.148.227.68)","User Datagram Protocol, Src Port: 1027 (1027), Dst Port: 53 (53)",Domain Name System (query),,,,,,,,,,,,,,,,,,,,,,,,
69,1132.658710,216.148.227.68,24.6.125.19,DNS,176,Standard query response 0x0100  A 216.49.88.118,"Frame 69: 176 bytes on wire (1408 bits), 176 bytes captured (1408 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.148.227.68 (216.148.227.68), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 53 (53), Dst Port: 1027 (1027)",Domain Name System (response),,,,,,,,,,,,,,,,,,,,,,,,
70,1132.663620,24.6.125.19,216.49.88.118,TCP,62,1028→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 70: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1028 (1028), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
71,1132.734986,216.49.88.118,24.6.125.19,TCP,60,"80→1028 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 71: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1028 (1028), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
72,1132.735103,24.6.125.19,216.49.88.118,TCP,60,1028→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 72: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1028 (1028), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
73,1132.735237,24.6.125.19,216.49.88.118,TCP,60,"1028→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 73: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1028 (1028), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
74,1132.814995,216.49.88.118,24.6.125.19,TCP,60,"80→1028 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 74: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1028 (1028), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
75,1132.815155,24.6.125.19,216.49.88.118,TCP,60,1028→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 75: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1028 (1028), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
76,1148.114969,24.6.125.19,216.49.88.118,TCP,62,1029→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 76: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1029 (1029), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
77,1148.187398,216.49.88.118,24.6.125.19,TCP,60,"80→1029 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 77: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1029 (1029), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
78,1148.187561,24.6.125.19,216.49.88.118,TCP,60,1029→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 78: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1029 (1029), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
79,1148.187700,24.6.125.19,216.49.88.118,TCP,60,"1029→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 79: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1029 (1029), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
80,1148.266527,216.49.88.118,24.6.125.19,TCP,60,"80→1029 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 80: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1029 (1029), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
81,1148.266689,24.6.125.19,216.49.88.118,TCP,60,1029→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 81: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1029 (1029), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
82,1160.313116,24.6.125.19,216.49.88.118,TCP,62,1030→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 82: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1030 (1030), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
83,1160.384673,216.49.88.118,24.6.125.19,TCP,60,"80→1030 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 83: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1030 (1030), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
84,1160.384834,24.6.125.19,216.49.88.118,TCP,60,1030→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 84: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1030 (1030), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
85,1160.384953,24.6.125.19,216.49.88.118,TCP,60,"1030→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 85: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1030 (1030), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
86,1160.463880,216.49.88.118,24.6.125.19,TCP,60,"80→1030 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 86: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1030 (1030), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
87,1160.464014,24.6.125.19,216.49.88.118,TCP,60,1030→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 87: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1030 (1030), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
88,1171.149996,24.6.125.19,216.49.88.118,TCP,62,1031→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 88: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1031 (1031), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
